time,fa_swc_20,fa_swc_40,fa_swc_100,g2e_swc_20,g2e_swc_40,g2e_swc_100,crop_swc_20,crop_swc_40,crop_swc_100,syntropic_swc_20,syntropic_swc_40,syntropic_swc_100,fa_iso_20,fa_iso_40,fa_iso_100,g2e_iso_20,g2e_iso_40,g2e_iso_100,crop_iso_20,crop_iso_40,crop_iso_100,syntropic_iso_20,syntropic_iso_40,syntropic_iso_100
2020/6/6,0.054712847,0.073152431,0.120530903,0.098831944,0.124067014,0.088907986,0.048838542,0.202622396,0.341072917,0.0584375,0.085385417,0.258677083,,,,,,,,,,,,
2020/6/7,0.053617361,0.071679861,0.118442361,0.095214236,0.123180556,0.088913889,0.048005208,0.200757812,0.34034375,0.058442708,0.085161458,0.2594375,,,,,,,,,,,,
2020/6/8,0.052757639,0.070092014,0.116314236,0.092498264,0.122367014,0.088886111,0.048052083,0.199411458,0.339609375,0.058901042,0.085015625,0.259796875,,,,,,,,,,,,
2020/6/9,0.051579514,0.067843403,0.113517361,0.089907292,0.121397222,0.088835764,0.047875,0.197872396,0.338296875,0.058932292,0.085114583,0.260666667,,,,,,,,,,,,
2020/6/10,0.050496875,0.065757986,0.110880903,0.087588889,0.120327083,0.088750347,0.047755208,0.1965,0.337526042,0.059015625,0.084994792,0.261484375,,,,,,,,,,,,
2020/6/11,0.049848611,0.064698958,0.109089583,0.085496875,0.119539931,0.088648958,0.047385417,0.19584375,0.33678125,0.058911458,0.084869792,0.262479167,,,,,,,,,,,,
2020/6/12,0.049268403,0.063226736,0.107288889,0.0839625,0.118690625,0.088434722,0.047765625,0.194479167,0.336192708,0.059234375,0.0845625,0.263135417,,,,,,,,,,,,
2020/6/13,0.060025347,0.061489931,0.104945833,0.082435069,0.117776389,0.088092361,0.068645833,0.193799479,0.3355,0.068901042,0.084473958,0.263848958,,,,,,,,,,,,
2020/6/14,0.089556597,0.061526042,0.104256597,0.086669792,0.117389583,0.088003125,0.122505208,0.193440104,0.3355,0.092489583,0.084213542,0.265302083,,,,,,,,,,,,
2020/6/15,0.07828125,0.060086111,0.102939931,0.089760417,0.117180556,0.087960069,0.121453125,0.193036458,0.335442708,0.091963542,0.084229167,0.266239583,,,,,,,,,,,,
2020/6/16,0.068473611,0.05875,0.101013194,0.090391319,0.116935069,0.0878875,0.116546875,0.192630208,0.334911458,0.088385417,0.084223958,0.266609375,,,,,,,,,,,,
2020/6/17,0.061038889,0.057316667,0.0987,0.090456944,0.116622569,0.087779167,0.110026042,0.192309896,0.33425,0.083348958,0.084244792,0.26703125,,,,,,,,,,,,
2020/6/18,0.056370139,0.056345139,0.096501042,0.090094097,0.116328125,0.087667361,0.104369792,0.192294271,0.334,0.079411458,0.084317708,0.267609375,,,,,,,,,,,,
2020/6/19,0.053597569,0.055725,0.094707292,0.089323958,0.115914236,0.087570833,0.099734375,0.191791667,0.333588542,0.076161458,0.083703125,0.267708333,,,,,,,,,,,,
2020/6/20,0.054443056,0.055940625,0.093901736,0.088537847,0.115608681,0.087490625,0.096885417,0.191393229,0.333177083,0.074166667,0.0835,0.267609375,,,,,,,,,,,,
2020/6/21,0.055623264,0.056289236,0.093745139,0.088051042,0.115437153,0.087433333,0.097989583,0.1909375,0.332776042,0.0735,0.0835,0.266890625,,,,,,,,,,,,
2020/6/22,0.056039236,0.055722569,0.092665278,0.087948958,0.115296528,0.087246875,0.11821875,0.190528646,0.332036458,0.073385417,0.083208333,0.265859375,,,,,,,,,,,,
2020/6/23,0.053454035,0.054429123,0.090627719,0.087543056,0.115310764,0.08708125,0.125869792,0.190648438,0.331453125,0.073369792,0.083338542,0.265614583,,,,,,,,,,,,
2020/6/24,0.051178125,0.053577083,0.088611111,0.087100694,0.115155556,0.086968403,0.123453125,0.190515625,0.330692708,0.072072917,0.0830625,0.265229167,,,,,,,,,,,,
2020/6/25,0.049556944,0.052717708,0.086604514,0.087197222,0.114898611,0.0867875,0.11903125,0.190606771,0.330364583,0.070630208,0.083104167,0.264859375,,,,,,,,,,,,
2020/6/26,0.047948264,0.051701736,0.084444444,0.086503472,0.114525347,0.086576042,0.113208333,0.191403646,0.330239583,0.0680625,0.082869792,0.265125,,,,,,,,,,,,
2020/6/27,0.046759028,0.050762153,0.082313542,0.085405556,0.113757639,0.086288542,0.107177083,0.191690104,0.3298125,0.065307292,0.082796875,0.264932292,,,,,,,,,,,,
2020/6/28,0.045662153,0.049750347,0.079948611,0.083785417,0.112814931,0.085894444,0.100026042,0.191723958,0.329552083,0.061854167,0.082369792,0.264526042,,,,,,,,,,,,
2020/6/29,0.045148264,0.049140625,0.078148611,0.081921181,0.111922222,0.085512153,0.093963542,0.191841146,0.329484375,0.059083333,0.082,0.263942708,,,,,,,,,,,,
2020/6/30,0.044906597,0.048498611,0.076530903,0.080111111,0.110880903,0.085051389,0.088145833,0.191096354,0.329104167,0.056166667,0.08071875,0.262317708,,,,,,,,,,,,
2020/7/1,0.047704167,0.047948264,0.074931944,0.078376736,0.110005556,0.084563889,0.086265625,0.190546875,0.328510417,0.054291667,0.08,0.260739583,,,,,,,,,,,,
2020/7/2,0.066160764,0.047875694,0.073853819,0.077693403,0.109851389,0.084236111,0.09471875,0.190145833,0.328005208,0.054083333,0.07940625,0.260208333,,,,,,,,,,,,
2020/7/3,0.057753819,0.047409028,0.072758681,0.077705903,0.109713194,0.083966319,0.090604167,0.190216146,0.327463542,0.054,0.079104167,0.25975,,,,,,,,,,,,
2020/7/4,0.051265278,0.046681597,0.071533333,0.077726736,0.109281944,0.083616667,0.086692708,0.189802083,0.326854167,0.052875,0.078364583,0.258171875,,,,,,,,,,,,
2020/7/5,0.047686111,0.046054514,0.070059375,0.077737847,0.108650347,0.083094097,0.082953125,0.189747396,0.326088542,0.051927083,0.077541667,0.255994792,,,,,,,,,,,,
2020/7/6,0.045445486,0.045570139,0.068679167,0.077102778,0.10788125,0.0825875,0.078739583,0.190109375,0.325567708,0.0505625,0.076567708,0.254135417,,,,,,,,,,,,
2020/7/7,0.043752778,0.045055556,0.067408681,0.075870139,0.1069625,0.082122569,0.0740625,0.145140625,0.324898437,0.048645833,0.075427083,0.252083333,,,,,,,,,,,,
2020/7/8,0.042727778,0.044660069,0.066355556,0.074570139,0.106196528,0.081697569,0.070817708,0.188440104,0.324229167,0.047760417,0.074442708,0.250489583,,,,,,,,,,,,
2020/7/9,0.054636806,0.044467708,0.065707639,0.073558681,0.105590278,0.081306597,0.068895833,0.187429688,0.323307292,0.047140625,0.073619792,0.249442708,,,,,,,,,,,,
2020/7/10,0.065850694,0.044633681,0.065461458,0.073474653,0.105548958,0.081010764,0.0685625,0.187065104,0.322552083,0.047729167,0.0735,0.249125,,,,,,,,,,,,
2020/7/11,0.057598264,0.044574653,0.064744444,0.0732375,0.105478125,0.080778125,0.067677083,0.186908854,0.32184375,0.047067708,0.073369792,0.248791667,,,,,,,,,,,,
2020/7/12,0.050623611,0.043929861,0.063979861,0.073156944,0.105162153,0.080501389,0.066567708,0.186255208,0.320921875,0.046427083,0.072578125,0.247416667,,,,,,,,,,,,
2020/7/13,0.046633333,0.043450347,0.063122569,0.073460417,0.104615278,0.080104514,0.0658125,0.185856771,0.319942708,0.04584375,0.071880208,0.245453125,,,,,,,,,,,,
2020/7/14,0.044268056,0.043088194,0.062132986,0.073492014,0.103897569,0.079640972,0.06425,0.185460937,0.318770833,0.045255208,0.071447917,0.243458333,,,,,,,,,,,,
2020/7/15,0.042870139,0.042876736,0.061396528,0.072970486,0.103335069,0.079247569,0.062697917,0.185588542,0.31796875,0.044635417,0.070786458,0.242244792,,,,,,,,,,,,
2020/7/16,0.043960764,0.042930208,0.061201389,0.072429514,0.103254861,0.079173611,0.061822917,0.185033854,0.317645833,0.044520833,0.0705,0.242692708,,,,,,,,,,,,
2020/7/17,0.045898611,0.042989583,0.060830556,0.072159028,0.103065972,0.079036111,0.06146875,0.184570312,0.316932292,0.044380208,0.070078125,0.242791667,,,,,,,,,,,,
2020/7/18,0.044451042,0.042817708,0.060397917,0.072391667,0.102699306,0.078815278,0.061625,0.184289063,0.316255208,0.044385417,0.069927083,0.242057292,,,,,,,,,,,,
2020/7/19,0.043034722,0.042397917,0.059919097,0.072843403,0.102360417,0.078519792,0.062109375,0.184588542,0.315296875,0.0445,0.07,0.241161458,,,,,,,,,,,,
2020/7/20,0.042122569,0.042205556,0.059460764,0.072871875,0.102153472,0.078342014,0.062078125,0.184921875,0.314859375,0.0445,0.07,0.241833333,,,,,,,,,,,,
2020/7/21,0.041211458,0.042010764,0.058860764,0.072626736,0.101746181,0.078117361,0.061770833,0.184804687,0.314604167,0.044453125,0.069697917,0.242296875,,,,,,,,,,,,
2020/7/22,0.040377083,0.041707639,0.058224306,0.072355208,0.101020833,0.077747222,0.061213542,0.18475,0.313786458,0.043630208,0.069135417,0.24165625,,,,,,,,,,,,
2020/7/23,0.039948264,0.041574306,0.057796528,0.071985417,0.100380903,0.07738125,0.061182292,0.184315104,0.313,0.043494792,0.069,0.240708333,,,,,,,,,,,,
2020/7/24,0.039405556,0.041250347,0.057276042,0.071553125,0.09965625,0.076961458,0.060625,0.183869792,0.312161458,0.042744792,0.068494792,0.239395833,,,,,,,,,,,,
2020/7/25,0.038977778,0.040960417,0.056675,0.071179861,0.099016667,0.076502083,0.060270833,0.18384375,0.311125,0.042541667,0.06815625,0.238098958,,,,,,,,,,,,
2020/7/26,0.038721875,0.040785417,0.056240625,0.070489236,0.098590625,0.076167708,0.059614583,0.183807292,0.310348958,0.042203125,0.068,0.237692708,,,,,,,,,,,,
2020/7/27,0.038490278,0.040622569,0.055945486,0.070242361,0.098346181,0.075984375,0.059041667,0.183328125,0.309890625,0.041947917,0.067760417,0.237390625,,,,,,,,,,,,
2020/7/28,0.038190278,0.040385069,0.055485764,0.070448264,0.097928819,0.075648958,0.058770833,0.183263021,0.308723958,0.041598958,0.067302083,0.236875,,,,,,,,,,,,
2020/7/29,0.037785069,0.040128472,0.055037153,0.070248958,0.097387847,0.075287153,0.057364583,0.1831875,0.308072917,0.041130208,0.067010417,0.236125,,,,,,,,,,,,
2020/7/30,0.037359722,0.039879167,0.054564236,0.06979375,0.096730903,0.074934375,0.056020833,0.182338542,0.307473958,0.040333333,0.066375,0.23509375,,,,,,,,,,,,
2020/7/31,0.037089583,0.039638194,0.054232292,0.069452431,0.096304167,0.074529514,0.055109375,0.181580729,0.30628125,0.040020833,0.066005208,0.234140625,,,,,,,,,,,,
2020/8/1,0.036884028,0.039417014,0.053870833,0.068914236,0.095853125,0.074156944,0.054005208,0.181361979,0.30515625,0.039947917,0.0656875,0.233333333,,,,,,,,,,,,
2020/8/2,0.036873264,0.039303819,0.053645139,0.068209722,0.095546528,0.073864931,0.052885417,0.181398437,0.304510417,0.039604167,0.065552083,0.233375,,,,,,,,,,,,
2020/8/3,0.059703125,0.042001736,0.053929167,0.067565278,0.095417361,0.07390625,0.052515625,0.180757812,0.304651042,0.0395,0.0655,0.233973958,,,,,,,,,,,,
2020/8/4,0.053309722,0.041800694,0.053850347,0.067189931,0.095117361,0.073886806,0.051739583,0.18,0.304109375,0.039390625,0.06475,0.2339375,,,,,,,,,,,,
2020/8/5,0.046819097,0.041160417,0.053678819,0.067341667,0.094602431,0.073656944,0.051447917,0.179098958,0.303109375,0.03921875,0.0645,0.233635417,,,,,,,,,,,,
2020/8/6,0.043044792,0.040651389,0.053396528,0.067745833,0.094068056,0.073292708,0.051255208,0.178755208,0.301666667,0.039869792,0.0646875,0.233697917,,,,,,,,,,,,
2020/8/7,0.040910764,0.040179514,0.053097917,0.067986806,0.093667014,0.072945139,0.051072917,0.178773437,0.300734375,0.040302083,0.065432292,0.23428125,,,,,,,,,,,,
2020/8/8,0.039466319,0.03978125,0.052819444,0.067933333,0.093347222,0.0726625,0.050739583,0.178796875,0.300151042,0.040869792,0.065557292,0.235609375,,,,,,,,,,,,
2020/8/9,0.046940625,0.039557639,0.052743403,0.068613194,0.093135417,0.072531597,0.057651042,0.178752604,0.299880208,0.041083333,0.065864583,0.236984375,,,,,,,,,,,,
2020/8/10,0.052586806,0.039464583,0.052916667,0.076397222,0.093175347,0.07275,0.066130208,0.178893229,0.300046875,0.04215625,0.066203125,0.238692708,,,,,,,,,,,,
2020/8/11,0.046198264,0.039385764,0.052684722,0.080626389,0.093198958,0.072990625,0.064994792,0.178927083,0.300052083,0.042875,0.066359375,0.239942708,,,,,,,,,,,,
2020/8/12,0.042442708,0.039238542,0.052391667,0.082653472,0.093232292,0.073234028,0.063755208,0.179304687,0.300041667,0.043484375,0.066411458,0.240666667,,,,,,,,,,,,
2020/8/13,0.040181597,0.038961458,0.052101736,0.0837,0.093211111,0.073439931,0.062567708,0.179114583,0.299958333,0.043932292,0.066390625,0.240979167,,,,,,,,,,,,
2020/8/14,0.039177431,0.038964931,0.052203125,0.084152431,0.093230556,0.073607292,0.061578125,0.17903125,0.29978125,0.044526042,0.0665,0.241546875,,,,,,,,,,,,
2020/8/15,0.052107292,0.039529861,0.05204375,0.085807986,0.093078819,0.073748264,0.061338542,0.178924479,0.2996875,0.045140625,0.0665,0.241614583,,,,,,,,,,,,
2020/8/16,0.069882986,0.041134028,0.05206875,0.1018125,0.093048611,0.073845833,0.061083333,0.178893229,0.299328125,0.045598958,0.0665,0.241822917,,,,,,,,,,,,
2020/8/17,0.059911111,0.040632639,0.052259028,0.108357292,0.093019792,0.073922917,0.060552083,0.178789062,0.299109375,0.045697917,0.0665,0.24203125,,,,,,,,,,,,
2020/8/18,0.051701736,0.040328819,0.052130556,0.109661111,0.092973958,0.0740375,0.060041667,0.178820313,0.29903125,0.046,0.0665,0.242072917,,,,,,,,,,,,
2020/8/19,0.047188889,0.040193056,0.051983681,0.110089583,0.092797222,0.074111806,0.063963542,0.178604167,0.298817708,0.046151042,0.0665,0.24175,,,,,,,,,,,,
2020/8/20,0.0444,0.039976042,0.052047222,0.110342014,0.092633681,0.074133333,0.067744792,0.178145833,0.298098958,0.046572917,0.066328125,0.241260417,,,,,,,,,,,,
2020/8/21,0.042034028,0.039520833,0.052115972,0.110373958,0.092630556,0.074136458,0.068192708,0.178427083,0.297708333,0.047447917,0.0665,0.241255208,,,,,,,,,,,,
2020/8/22,0.040747569,0.039493403,0.052037847,0.109652431,0.092728472,0.074281597,0.06784375,0.178994792,0.297828125,0.048,0.0665625,0.242057292,,,,,,,,,,,,
2020/8/23,0.039703125,0.039468056,0.051979514,0.108503472,0.092621181,0.074341667,0.067453125,0.178671875,0.29809375,0.047734375,0.066505208,0.242255208,,,,,,,,,,,,
2020/8/24,0.038701736,0.039267014,0.051804861,0.106642361,0.092363889,0.074326042,0.066677083,0.178179687,0.297541667,0.047,0.0665,0.241859375,,,,,,,,,,,,
2020/8/25,0.037936806,0.039029167,0.051596528,0.104323958,0.092013194,0.074218403,0.066333333,0.177455729,0.296859375,0.046625,0.066072917,0.241083333,,,,,,,,,,,,
2020/8/26,0.037609375,0.038938889,0.051646528,0.10198125,0.091783333,0.074106944,0.065578125,0.177195312,0.296078125,0.046151042,0.065703125,0.240203125,,,,,,,,,,,,
2020/8/27,0.037335417,0.038881944,0.051711458,0.100220139,0.091427778,0.074048958,0.06559375,0.176153646,0.295817708,0.046,0.0655,0.239359375,,,,,,,,,,,,
2020/8/28,0.037097569,0.038823611,0.051653125,0.098461458,0.091121528,0.073979861,0.065369792,0.175442708,0.29509375,0.046140625,0.0655,0.238661458,,,,,,,,,,,,
2020/8/29,0.037066667,0.038724306,0.051520486,0.097118403,0.090934375,0.073907639,0.066515625,0.175539063,0.294317708,0.0465,0.0655,0.2380625,,,,,,,,,,,,
2020/8/30,0.043126736,0.039554167,0.051236806,0.095484028,0.090894444,0.073871875,0.067791667,0.175742188,0.294,0.046192708,0.0655,0.238135417,,,,,,,,,,,,
2020/8/31,0.097073264,0.051143403,0.05048125,0.126370833,0.090809375,0.073909722,0.17359375,0.175765625,0.293979167,0.04865625,0.0655,0.237947917,,,,,,,,,,,,
2020/9/1,0.091382639,0.049143056,0.050690972,0.156837847,0.090660069,0.073923611,0.189854167,0.175408854,0.293708333,0.063463542,0.0655,0.237427083,,,,,,,,,,,,
2020/9/2,0.084067708,0.048125694,0.050760417,0.158815278,0.090388542,0.07388125,0.181322917,0.174565104,0.293114583,0.076286458,0.065375,0.23646875,,,,,,,,,,,,
2020/9/3,0.102774306,0.046902778,0.050695833,0.171966667,0.090227431,0.073840972,0.19778125,0.174257812,0.2925625,0.085859375,0.0655,0.235677083,,,,,,,,,,,,
2020/9/4,0.104223958,0.046338542,0.050845833,0.184708333,0.090231944,0.073828472,0.201697917,0.174515625,0.292182292,0.099098958,0.0655,0.235229167,,,,,,,,,,,,
2020/9/5,0.098327778,0.046157986,0.050988889,0.185438889,0.090252083,0.073871528,0.195692708,0.174596354,0.292041667,0.107994792,0.0655,0.23596875,,,,,,,,,,,,
2020/9/6,0.088888194,0.045752083,0.051107292,0.182384028,0.090124653,0.073906597,0.18759375,0.174528646,0.291947917,0.11040625,0.065494792,0.23575,,,,,,,,,,,,
2020/9/7,0.078488194,0.045296528,0.0511875,0.177822222,0.089902083,0.073837847,0.178963542,0.174010417,0.291494792,0.110026042,0.065114583,0.235046875,,,,,,,,,,,,
2020/9/8,0.069921875,0.044844444,0.051271528,0.173950694,0.089687847,0.073792361,0.171479167,0.173526042,0.291088542,0.108125,0.064671875,0.234125,,,,,,,,,,,,
2020/9/9,0.062988542,0.044211458,0.051323264,0.170494097,0.089598958,0.073765278,0.16471875,0.174036458,0.290572917,0.105953125,0.065213542,0.233614583,,,,,,,,,,,,
2020/9/10,0.057459722,0.043522917,0.051408333,0.166745486,0.089686458,0.073766667,0.157994792,0.1751875,0.2905,0.10259375,0.0655,0.233989583,,,,,,,,,,,,
2020/9/11,0.053396875,0.042973264,0.051532292,0.162824306,0.089585764,0.073781944,0.151583333,0.175713542,0.290375,0.098744792,0.065442708,0.233885417,,,,,,,,,,,,
2020/9/12,0.050337847,0.04246875,0.051568403,0.158486806,0.089421528,0.073747222,0.145614583,0.176528646,0.290026042,0.094927083,0.065385417,0.23315625,,,,,,,,,,,,
2020/9/13,0.047808681,0.042028819,0.05151875,0.15330625,0.089345139,0.073707986,0.139833333,0.177479167,0.289583333,0.090458333,0.0655,0.233,,,,,,,,,,,,
2020/9/14,0.045742361,0.041645486,0.051425694,0.1473625,0.089277778,0.073669792,0.134255208,0.178611979,0.289552083,0.085729167,0.0655625,0.232953125,,,,,,,,,,,,
2020/9/15,0.043997222,0.041221528,0.051326389,0.140651042,0.089246181,0.073618403,0.128432292,0.179898438,0.289526042,0.08075,0.066036458,0.233036458,,,,,,,,,,,,
2020/9/16,0.042446528,0.040853819,0.051198958,0.133464236,0.0892125,0.073574653,0.122666667,0.18134375,0.289765625,0.075223958,0.0665,0.233473958,,,,,,,,,,,,
2020/9/17,0.041027778,0.040547569,0.051076736,0.126359722,0.089189931,0.0735625,0.116739583,0.182455729,0.290046875,0.0695,0.0665,0.234,,,,,,,,,,,,
2020/9/18,0.039834375,0.040303472,0.050981597,0.120154167,0.088929167,0.073504861,0.111541667,0.182164062,0.290052083,0.065052083,0.065958333,0.233760417,,,,,,,,,,,,
2020/9/19,0.039000694,0.039993056,0.050914236,0.114857292,0.088489583,0.073359722,0.107223958,0.18146875,0.289848958,0.061505208,0.065541667,0.232671875,,,,,,,,,,,,
2020/9/20,0.038398611,0.039698611,0.050800694,0.110091667,0.088117361,0.073183681,0.102666667,0.181377604,0.289052083,0.0581875,0.0655,0.231916667,,,,,,,,,,,,
2020/9/21,0.037905208,0.039454167,0.050692361,0.105241667,0.087847222,0.07304375,0.098432292,0.181200521,0.28859375,0.056161458,0.065505208,0.231322917,,,,,,,,,,,,
2020/9/22,0.037513889,0.039240972,0.050602083,0.100778125,0.087610069,0.072935069,0.094635417,0.181247396,0.288,0.054088542,0.06553125,0.230911458,,,,,,,,,,,,
2020/9/23,0.037203125,0.039050694,0.050508681,0.096592708,0.087463542,0.072835069,0.09121875,0.18178125,0.287989583,0.052666667,0.065708333,0.230848958,,,,,,,,,,,,
2020/9/24,0.036921875,0.038902083,0.050407639,0.092834028,0.087407292,0.072786111,0.087546875,0.182473958,0.287890625,0.051354167,0.066026042,0.231213542,,,,,,,,,,,,
2020/9/25,0.037611458,0.039045486,0.050489236,0.090416319,0.087321181,0.072821875,0.085421875,0.182335938,0.288,0.0505,0.066005208,0.2315,,,,,,,,,,,,
2020/9/26,0.088096875,0.053985764,0.050275694,0.147314236,0.087201042,0.072889583,0.156984375,0.182005208,0.287828125,0.067421875,0.065505208,0.231421875,,,,,,,,,,,,
2020/9/27,0.118942361,0.067192708,0.050205556,0.21696875,0.086975347,0.072819792,0.225822917,0.180994792,0.287255208,0.131338542,0.0655,0.2308125,,,,,,,,,,,,
2020/9/28,0.1077875,0.065159722,0.050336111,0.209042014,0.086875694,0.072769097,0.212473958,0.181690104,0.286432292,0.140416667,0.065755208,0.22996875,,,,,,,,,,,,
2020/9/29,0.098229861,0.063649306,0.050535764,0.203316667,0.087044792,0.072733333,0.202192708,0.187,0.2859375,0.139197917,0.066932292,0.229635417,,,,,,,,,,,,
2020/9/30,0.091218056,0.062654514,0.050745486,0.199172569,0.087321181,0.072751042,0.194546875,0.192986979,0.286005208,0.137270833,0.067921875,0.229739583,,,,,,,,,,,,
2020/10/1,0.086457639,0.062120833,0.050957986,0.196577083,0.087783681,0.072747222,0.189588542,0.196559896,0.285567708,0.135432292,0.068958333,0.229520833,,,,,,,,,,,,
2020/10/2,0.082934028,0.061770139,0.0512,0.1968,0.088576389,0.072766667,0.188197917,0.198932292,0.285244792,0.134541667,0.070265625,0.2295,,,,,,,,,,,,
2020/10/3,0.078388889,0.061052083,0.051473264,0.196191667,0.090120833,0.072766667,0.18521875,0.200789063,0.285098958,0.133145833,0.071864583,0.229552083,,,,,,,,,,,,
2020/10/4,0.073069444,0.060123264,0.051748611,0.19553125,0.092689931,0.072826736,0.18509375,0.202479167,0.28490625,0.132708333,0.073203125,0.229796875,,,,,,,,,,,,
2020/10/5,0.06866875,0.059191667,0.052086111,0.194502431,0.094404167,0.072873611,0.183135417,0.203268229,0.284989583,0.132380208,0.074489583,0.230151042,,,,,,,,,,,,
2020/10/6,0.065477083,0.058446875,0.052432986,0.192641319,0.095901389,0.072893403,0.18,0.203690104,0.284510417,0.13128125,0.075692708,0.22959375,,,,,,,,,,,,
2020/10/7,0.062350694,0.057580208,0.052803472,0.190673264,0.097316319,0.072871875,0.176932292,0.204002604,0.28428125,0.130208333,0.077380208,0.229375,,,,,,,,,,,,
2020/10/8,0.059865625,0.056887847,0.053122569,0.188806944,0.098503125,0.072875694,0.17565625,0.204489583,0.284265625,0.129520833,0.078916667,0.229479167,,,,,,,,,,,,
2020/10/9,0.058136458,0.056589583,0.053325694,0.189318403,0.099393056,0.0729,0.179828125,0.204830729,0.283932292,0.131697917,0.080838542,0.2294375,,,,,,,,,,,,
2020/10/10,0.056863542,0.056301389,0.053578819,0.193256597,0.100135417,0.072925694,0.1856875,0.205739583,0.283989583,0.135921875,0.082848958,0.229541667,,,,,,,,,,,,
2020/10/11,0.055227431,0.0557625,0.053818056,0.193690278,0.100605208,0.072912153,0.184161458,0.206380208,0.2835625,0.135947917,0.084197917,0.229239583,,,,,,,,,,,,
2020/10/12,0.054221528,0.055372569,0.053968403,0.192802778,0.101031944,0.072879167,0.182578125,0.20628125,0.283104167,0.135223958,0.085666667,0.227796875,,,,,,,,,,,,
2020/10/13,0.053520833,0.055092361,0.054174306,0.191920486,0.101438542,0.072799653,0.18303125,0.206278646,0.28228125,0.13509375,0.087541667,0.226395833,,,,,,,,,,,,
2020/10/14,0.1334375,0.067704514,0.053830208,0.221427778,0.101994097,0.072691667,0.250880208,0.217458333,0.28128125,0.199359375,0.11153125,0.225442708,,,,,,,,,,,,
2020/10/15,0.141226389,0.081629861,0.054038542,0.227571528,0.109038889,0.072650694,0.253322917,0.243286458,0.280609375,0.216739583,0.210510417,0.224614583,,,,,,,,,,,,
2020/10/16,0.129178125,0.082534028,0.054302083,0.218801389,0.113465972,0.072633333,0.239989583,0.247414062,0.280604167,0.204609375,0.222026042,0.224671875,,,,,,,,,,,,
2020/10/17,0.120722569,0.082908681,0.054526389,0.213539236,0.116063194,0.072633333,0.2340625,0.249520833,0.280260417,0.197994792,0.223317708,0.224671875,,,,,,,,,,,,
2020/10/18,0.114312153,0.083066667,0.054761806,0.210957986,0.118303125,0.072653125,0.230380208,0.250992187,0.280177083,0.193515625,0.223677083,0.224552083,,,,,,,,,,,,
2020/10/19,0.109566319,0.083141319,0.054987153,0.209560069,0.120003472,0.072619444,0.227609375,0.251942708,0.279817708,0.190635417,0.224020833,0.224328125,,,,,,,,,,,,
2020/10/20,0.105298611,0.0830375,0.055255556,0.20713125,0.121171528,0.072570833,0.223979167,0.252322917,0.279520833,0.187057292,0.223401042,0.223572917,,,,,,,,,,,,
2020/10/21,0.101213889,0.082671528,0.055501389,0.205048264,0.122154514,0.072534722,0.221234375,0.252434896,0.278880208,0.184942708,0.222895833,0.2235,,,,,,,,,,,,
2020/10/22,0.096710069,0.082082986,0.055869792,0.203087847,0.122879861,0.072566667,0.218442708,0.253070313,0.278572917,0.182817708,0.222505208,0.2235,,,,,,,,,,,,
2020/10/23,0.111914236,0.081915625,0.056094444,0.203787847,0.123466667,0.072597222,0.222760417,0.253893229,0.278583333,0.184385417,0.222291667,0.223796875,,,,,,,,,,,,
2020/10/24,0.157362153,0.084014931,0.056184722,0.22385625,0.124633681,0.072669792,0.2459375,0.260895833,0.278729167,0.207682292,0.232494792,0.2245,,,,,,,,,,,,
2020/10/25,0.141915278,0.085456597,0.056660417,0.219431597,0.126605903,0.072737153,0.236703125,0.26575,0.279692708,0.201421875,0.233109375,0.225145833,,,,,,,,,,,,
2020/10/26,0.131764236,0.086423611,0.057061111,0.215163542,0.128024653,0.072809722,0.231140625,0.267203125,0.279942708,0.196479167,0.23209375,0.225109375,,,,,,,,,,,,
2020/10/27,0.124486458,0.087022917,0.057402778,0.212113194,0.129130556,0.072833333,0.227541667,0.267276042,0.279942708,0.192953125,0.231489583,0.224760417,,,,,,,,,,,,
2020/10/28,0.118095833,0.087197917,0.057817708,0.209165625,0.129842014,0.072841319,0.223979167,0.266921875,0.279854167,0.189901042,0.230588542,0.224619792,,,,,,,,,,,,
2020/10/29,0.113912153,0.08749375,0.058111111,0.208747222,0.130312153,0.072833333,0.22434375,0.266570312,0.279119792,0.190572917,0.23075,0.2243125,,,,,,,,,,,,
2020/10/30,0.146315625,0.087599306,0.058392361,0.218246528,0.130778472,0.072810764,0.237609375,0.26834375,0.278677083,0.200979167,0.234161458,0.223536458,,,,,,,,,,,,
2020/10/31,0.179587153,0.089486111,0.058806944,0.229437847,0.133310764,0.072794792,0.250666667,0.277299479,0.278161458,0.214510417,0.241625,0.223630208,,,,,,,,,,,,
2020/11/1,0.165874653,0.092150694,0.059224306,0.225429861,0.137001389,0.072821875,0.244953125,0.280479167,0.278380208,0.209786458,0.241052083,0.224625,,,,,,,,,,,,
2020/11/2,0.181512847,0.094987153,0.059823611,0.231546181,0.140311806,0.072833333,0.252369792,0.2838125,0.278838542,0.2164375,0.24353125,0.225427083,,,,,,,,,,,,
2020/11/3,0.175880208,0.100375347,0.060244097,0.227573611,0.14558125,0.072845833,0.246947917,0.287497396,0.279161458,0.212604167,0.243989583,0.226385417,,,,,,,,,,,,
2020/11/4,0.160898958,0.103871528,0.060683333,0.2203125,0.1453125,0.072971181,0.239041667,0.286846354,0.280046875,0.205151042,0.24175,0.227098958,,,,,,,,,,,,
